BikeId;Rental Start Date;Rental End Date;Duration;Fare (in Cents);Starting Location;Ending Location;Rough Distance (KM)
1281;6.11.2021 15:56;6.11.2021 17:10;01:13:48;350;37.9791068,32.5171964;37.97908020019531,32.517059326171875;0.012372944
1255;6.11.2021 15:55;6.11.2021 16:29;00:33:51;200;37.86445872897302,32.453616466884746;37.8643684387207,32.45357131958008;0.010793757
1100;6.11.2021 15:54;6.11.2021 16:24;00:29:41;200;37.86671154573917,32.42458207428209;37.86433029174805,32.45354080200195;2.555843476
1285;6.11.2021 15:53;6.11.2021 17:11;01:17:44;350;37.9791208,32.5171742;37.97904968261719,32.51715850830078;0.008026601
1034;6.11.2021 15:52;6.11.2021 15:54;00:02:23;50;37.866695908722626,32.42459773378968;37.86664962768555,32.424598693847656;0.005146907
1224;6.11.2021 15:51;6.11.2021 16:23;00:31:49;200;37.8667344,32.4245685;37.864341735839844,32.453548431396484;2.557825864
1095;6.11.2021 15:30;6.11.2021 17:20;01:49:48;350;37.9791242,32.5171675;999,999;14574.48748
1032;6.11.2021 15:21;6.11.2021 16:42;01:20:20;350;37.8740354,32.4896512;37.87400817871094,32.48958969116211;0.006189444
1226;6.11.2021 15:20;6.11.2021 17:20;01:59:22;350;37.8723394,32.4941516;37.87211990356445,32.49422073364258;0.025149942
1060;6.11.2021 15:16;6.11.2021 15:20;00:04:14;50;37.8739832,32.4897092;37.874080657958984,32.48952865600586;0.019197951
1097;6.11.2021 15:06;6.11.2021 16:39;01:33:27;350;37.9042998,32.4954101;37.888450622558594,32.4935417175293;1.769957211
1251;6.11.2021 15:05;6.11.2021 15:34;00:29:03;200;37.9043439,32.4954669;37.88835144042969,32.493629455566406;1.785574407
1314;6.11.2021 15:05;6.11.2021 15:33;00:27:47;200;37.90433417768129,32.495474109875914;37.888450622558594,32.493709564208984;1.772944513
1215;6.11.2021 14:52;6.11.2021 16:39;01:46:57;350;37.9791243,32.517177;38.00947189331055,32.522491455078125;3.406481966
1265;6.11.2021 14:51;6.11.2021 15:45;00:53:47;200;37.9790957,32.5171483;37.97914123535156,32.51713943481445;0.005122573
1161;6.11.2021 14:46;6.11.2021 15:42;00:55:24;200;37.8723005,32.4941582;37.861671447753906,32.445308685302734;4.447981192
1241;6.11.2021 14:20;6.11.2021 15:15;00:55:11;200;37.94606018034737,32.50158937179584;37.94792175292969,32.46171951293945;3.502155001
1129;6.11.2021 14:20;6.11.2021 15:08;00:48:30;200;37.94609824199038,32.5016114954208;37.94797897338867,32.46175003051758;3.501544582
1038;6.11.2021 14:17;6.11.2021 16:38;02:21:04;500;37.948493,32.5213384;37.94746017456055,32.52219009399414;0.136991139
1276;6.11.2021 14:05;6.11.2021 16:02;01:56:21;350;37.9474173,32.522075;37.94744110107422,32.522220611572266;0.013039439
1110;6.11.2021 13:51;6.11.2021 14:17;00:26:37;200;37.8740652,32.489635;37.904380798339844,32.49544906616211;3.409334108
1287;6.11.2021 13:49;6.11.2021 14:21;00:31:53;200;37.8739857,32.4896391;999,999;14562.55079
1224;6.11.2021 13:48;6.11.2021 14:30;00:42:36;200;37.866687253152826,32.42463461126427;37.86684036254883,32.424461364746094;0.022828271
1286;6.11.2021 13:47;6.11.2021 14:29;00:42:14;200;37.866743,32.4245552;37.866798400878906,32.424591064453125;0.006918143
1291;6.11.2021 13:43;6.11.2021 16:36;02:53:08;500;37.9473959,32.5220727;37.947410583496094,32.52217102050781;0.008774537
1036;6.11.2021 13:43;6.11.2021 16:38;02:55:51;500;37.9473336,32.5220902;37.947330474853516,32.52214050292969;0.004424515
1272;6.11.2021 13:42;6.11.2021 16:37;02:55:05;500;37.947445333870704,32.52211664398226;37.94744110107422,32.52206039428711;0.004954692
1314;6.11.2021 13:40;6.11.2021 13:53;00:13:09;200;37.89551439048589,32.50610236212997;37.90428924560547,32.495460510253906;1.35051805
1285;6.11.2021 13:36;6.11.2021 14:52;01:16:40;350;38.0225771,32.512511;37.97904968261719,32.517208099365234;4.85749518
1242;6.11.2021 13:29;6.11.2021 14:47;01:17:46;350;38.02264086893227,32.51248186123045;37.97916030883789,32.51715087890625;4.852095518
1095;6.11.2021 13:28;6.11.2021 14:53;01:25:38;350;38.02260932506988,32.51253204822612;37.9792594909668,32.51708984375;4.836796944
1224;6.11.2021 13:24;6.11.2021 13:32;00:08:28;50;37.86699312914538,32.42444758622536;37.86677169799805,32.42472839355469;0.034840387
1153;6.11.2021 13:21;6.11.2021 13:47;00:26:27;200;37.8644283,32.4536427;37.874088287353516,32.48957824707031;3.33224913
1287;6.11.2021 13:16;6.11.2021 13:44;00:27:11;200;37.8644207,32.4536157;37.874019622802734,32.489681243896484;3.34087907
1296;6.11.2021 13:04;6.11.2021 14:11;01:06:38;200;38.0224725,32.5124818;38.01987838745117,32.515411376953125;0.386083298
1207;6.11.2021 13:03;6.11.2021 14:11;01:07:54;200;38.02255145083582,32.51253436106365;38.01980972290039,32.51544189453125;0.397255274
1125;6.11.2021 12:55;6.11.2021 15:32;02:36:43;500;37.8691663,32.4865663;37.870399475097656,32.48617172241211;0.141429381
1067;6.11.2021 12:53;6.11.2021 14:36;01:43:06;350;37.95760941518621,32.560681419202815;37.9575309753418,32.560699462890625;0.008864413
1241;6.11.2021 12:45;6.11.2021 13:33;00:47:54;200;37.946056081017424,32.5015684124385;37.94626998901367,32.50162887573242;0.02436922
1299;6.11.2021 12:39;6.11.2021 15:30;02:51:03;500;37.8703572,32.4861589;37.87051010131836,32.48622131347656;0.017862721
1167;6.11.2021 12:35;6.11.2021 12:58;00:23:27;200;37.87206,32.4991286;37.875091552734375,32.48517990112305;1.26988625
1060;6.11.2021 11:50;6.11.2021 13:28;01:38:06;350;38.009583,32.522563;37.874019622802734,32.48957061767578;15.34909537
1163;6.11.2021 11:37;6.11.2021 11:51;00:13:46;200;37.8527264,32.4885134;37.869178771972656,32.486610412597656;1.837032364
1157;6.11.2021 10:54;6.11.2021 14:28;03:33:52;650;37.9388135,32.5116613;37.92900848388672,32.50965881347656;1.104322109
1206;6.11.2021 10:28;6.11.2021 11:51;01:22:37;350;37.8672816,32.4843206;37.869178771972656,32.486610412597656;0.291381705
1282;6.11.2021 10:24;6.11.2021 10:27;00:03:48;50;37.8691814,32.4866378;37.86717987060547,32.484169006347656;0.310638886
1060;6.11.2021 09:11;6.11.2021 10:12;01:00:52;200;38.0138035098733,32.52118326001858;38.00947189331055,32.52248001098633;0.49487059
1133;6.11.2021 08:11;6.11.2021 08:23;00:11:38;200;37.88434503137868,32.45780113156182;37.87757873535156,32.483131408691406;2.346972529
1122;6.11.2021 01:59;6.11.2021 03:23;01:23:24;350;37.8740396,32.4896376;37.85762023925781,32.430931091308594;5.467280524
1292;6.11.2021 01:54;6.11.2021 03:47;01:53:05;350;37.8739742,32.4896233;37.85371017456055,32.42335891723633;6.238193117
1264;6.11.2021 01:52;6.11.2021 02:18;00:25:35;200;37.8721206,32.4987848;37.864601135253906,32.453670501708984;4.047432308
1145;6.11.2021 00:11;6.11.2021 00:30;00:18:43;200;37.9482433,32.4937086;37.92451095581055,32.507720947265625;2.911011759
1111;6.11.2021 00:07;6.11.2021 00:25;00:18:11;200;37.86675,32.4245546;37.85765838623047,32.43101119995117;1.158996224
1310;5.11.2021 23:49;6.11.2021 00:06;00:17:01;200;37.8691832,32.4866218;37.84885025024414,32.49905014038086;2.510429055
1072;5.11.2021 23:48;6.11.2021 00:03;00:15:10;200;37.86921369374172,32.48663478049888;37.895530700683594,32.50605010986328;3.386263807
1263;5.11.2021 23:40;6.11.2021 00:23;00:42:29;200;37.86174093215614,32.44527001640246;37.86180877685547,32.445289611816406;0.007737632
1114;5.11.2021 23:38;6.11.2021 00:23;00:44:51;200;37.8617689,32.4453071;37.86143112182617,32.44369888305664;0.146092613
1034;5.11.2021 23:38;5.11.2021 23:59;00:21:13;200;37.8617392,32.4452161;37.86677932739258,32.42448043823242;1.90459679
1076;5.11.2021 23:07;6.11.2021 00:24;01:16:45;350;37.8671083,32.4842483;37.85765075683594,32.43098831176758;4.79234171
1266;5.11.2021 23:06;6.11.2021 00:25;01:18:52;350;37.86711632277618,32.48418996113584;37.85763931274414,32.43090057373047;4.795335027
1043;5.11.2021 23:05;6.11.2021 00:06;01:01:01;200;37.8671994,32.4841534;37.86677932739258,32.42456817626953;5.230687965
1224;5.11.2021 23:04;6.11.2021 00:09;01:04:50;200;37.8671383,32.4842117;37.86684036254883,32.42462921142578;5.230344229
1141;5.11.2021 22:54;5.11.2021 23:01;00:06:51;50;37.86715395752142,32.48425299304769;37.867130279541016,32.48427963256836;0.003521416
1191;5.11.2021 22:36;5.11.2021 22:54;00:17:47;200;37.9497803,32.5133311;37.949798583984375,32.51329040527344;0.004106784
1286;5.11.2021 21:36;5.11.2021 22:34;00:58:34;200;37.8667172,32.4245702;37.8667106628418,32.42469024658203;0.010562948
1111;5.11.2021 21:30;5.11.2021 21:52;00:22:04;200;37.866706,32.4245734;37.86671829223633,32.42469024658203;0.010347676
1082;5.11.2021 20:52;5.11.2021 20:57;00:04:33;50;37.8703635,32.486204;37.87028884887695,32.486270904541016;0.01016821
1281;5.11.2021 20:52;5.11.2021 21:46;00:54:32;200;37.9790987,32.5171393;37.97911071777344,32.51713943481445;0.001336368
1268;5.11.2021 20:51;5.11.2021 20:54;00:02:19;50;37.9790986,32.5171639;37.97909927368164,32.51721954345703;0.0048776
1215;5.11.2021 20:49;5.11.2021 21:46;00:56:47;200;37.9790868,32.517172;37.97904968261719,32.517181396484375;0.004208634
1265;5.11.2021 20:49;5.11.2021 21:46;00:57:50;200;37.979077,32.5171148;37.97917938232422,32.517189025878906;0.013112169
1055;5.11.2021 20:15;5.11.2021 20:24;00:08:40;50;37.9790581,32.5171641;37.979209899902344,32.51715850830078;0.016886493
1215;5.11.2021 20:08;5.11.2021 20:13;00:04:17;50;37.9791043,32.517112;37.979068756103516,32.51716995239258;0.006435913
1282;5.11.2021 19:59;5.11.2021 20:58;00:59:10;200;37.870393,32.4862186;37.869140625,32.486610412597656;0.143441872
1299;5.11.2021 19:57;5.11.2021 20:58;01:01:07;200;37.870387,32.4861586;37.87031936645508,32.486289978027344;0.013767563
1228;5.11.2021 19:41;5.11.2021 21:07;01:26:29;350;37.9790023,32.517122;38.0093994140625,32.52259063720703;3.413807271
1094;5.11.2021 19:38;5.11.2021 19:49;00:11:00;200;37.95746021652972,32.5605885813191;37.95758819580078,32.560611724853516;0.014374576
1255;5.11.2021 19:21;5.11.2021 20:16;00:54:48;200;37.864409967588145,32.45360200994279;37.864410400390625,32.4536018371582;5.04591E-05
1030;5.11.2021 19:20;5.11.2021 20:22;01:01:49;200;37.8644104,32.4536476;999,999;14560.90519
1036;5.11.2021 19:17;5.11.2021 20:20;01:03:09;200;38.0094305,32.522474;37.947418212890625,32.522090911865234;6.895533467
1287;5.11.2021 19:17;5.11.2021 20:15;00:58:26;200;37.864417,32.4536464;37.864498138427734,32.453651428222656;0.009032973
1272;5.11.2021 19:16;5.11.2021 20:22;01:05:33;200;38.0094516,32.522593;37.947471618652344,32.522178649902344;6.891955167
1220;5.11.2021 19:14;5.11.2021 19:40;00:26:29;200;38.0225103,32.5125433;38.022518157958984,32.51247024536133;0.006458663
1106;5.11.2021 19:10;5.11.2021 19:39;00:29:07;200;38.0225246,32.512467;38.02259826660156,32.512508392333984;0.008957938
1310;5.11.2021 19:08;5.11.2021 20:18;01:10:37;200;37.867171769065656,32.484180405766224;37.86922836303711,32.48670959472656;0.318724488
1082;5.11.2021 18:56;5.11.2021 19:00;00:03:06;50;37.8691707,32.4866456;37.870269775390625,32.48617935180664;0.128882313
1230;5.11.2021 18:54;5.11.2021 22:09;03:15:07;650;37.88853705327426,32.49363896637324;37.888458251953125,32.49367904663086;0.009441889
1268;5.11.2021 18:54;5.11.2021 20:03;01:09:02;200;37.9473915,32.5220891;37.97911071777344,32.51715087890625;3.553485622
1291;5.11.2021 18:50;5.11.2021 21:08;02:18:12;500;37.9473773,32.5221356;37.94731903076172,32.522300720214844;0.015862304
1072;5.11.2021 18:50;5.11.2021 20:20;01:29:42;350;37.8691628,32.4865691;37.86920928955078,32.486568450927734;0.005169716
1199;5.11.2021 18:50;5.11.2021 19:05;00:15:12;200;37.8776207,32.4830873;37.879940032958984,32.45355987548828;2.604347153
1100;5.11.2021 18:50;5.11.2021 22:08;03:18:43;650;37.8536336,32.4232935;37.86669921875,32.424598693847656;1.457341983
1135;5.11.2021 18:48;5.11.2021 18:49;00:00:30;0;37.8536361,32.4233038;37.8536491394043,32.42327117919922;0.00321012
1111;5.11.2021 18:33;5.11.2021 19:37;01:04:04;200;37.87407571572768,32.48952190123466;37.86676025390625,32.4245491027832;5.760862063
1286;5.11.2021 18:30;5.11.2021 19:36;01:05:56;200;37.872411274151915,32.48830959155554;37.86663055419922,32.424560546875;5.632590858
1137;5.11.2021 18:24;5.11.2021 20:05;01:40:11;350;37.9473961,32.5221422;37.94974136352539,32.51340103149414;0.809612061
1191;5.11.2021 18:23;5.11.2021 20:04;01:40:21;350;37.94739228211152,32.522135339707624;37.94969940185547,32.51335144042969;0.811810026
1136;5.11.2021 18:23;5.11.2021 18:35;00:12:38;200;37.8672712,32.4841346;37.87757110595703,32.48303985595703;1.149321274
1032;5.11.2021 18:19;5.11.2021 18:29;00:10:50;50;37.87405831355035,32.48964771691574;37.87403106689453,32.48966979980469;0.00359666
1276;5.11.2021 18:10;5.11.2021 19:05;00:55:33;200;37.9473993,32.5221245;37.947349548339844,32.522178649902344;0.007290377
1122;5.11.2021 18:09;5.11.2021 18:27;00:18:12;200;37.874052967477375,32.48961315409185;37.873939514160156,32.489688873291016;0.014259031
1119;5.11.2021 17:01;5.11.2021 17:28;00:26:36;200;37.8801219,32.4528785;37.8801383972168,32.45294189453125;0.005858476
1139;5.11.2021 16:59;5.11.2021 17:01;00:02:03;50;37.88009,32.4528583;37.88011932373047,32.452919006347656;0.006246506
1240;5.11.2021 16:53;5.11.2021 17:08;00:15:20;200;37.929029,32.5095507;37.94969177246094,32.51329040527344;2.320883215
1124;5.11.2021 16:46;5.11.2021 17:46;00:59:25;200;38.02257966019714,32.51250441946567;999,999;14579.15341
1095;5.11.2021 16:46;5.11.2021 17:02;00:16:12;200;38.009487,32.522588;38.022579193115234,32.51261901855469;1.697644668
1313;5.11.2021 16:39;5.11.2021 16:58;00:19:17;200;37.8667733,32.4245467;37.88011932373047,32.452999114990234;2.905025787
1259;5.11.2021 16:37;5.11.2021 17:43;01:06:34;200;37.8667412,32.4245971;37.880069732666016,32.452911376953125;2.893613492
1263;5.11.2021 16:36;5.11.2021 17:02;00:26:23;200;37.8703691,32.486295;37.86172866821289,32.4451904296875;3.733988315
1114;5.11.2021 16:33;5.11.2021 17:04;00:31:07;200;37.87045604000793,32.48633332943955;37.86172866821289,32.44527053833008;3.732943865
1150;5.11.2021 16:31;5.11.2021 16:32;00:01:00;50;37.870403041364916,32.4861179914645;37.87042999267578,32.48611068725586;0.003064665
1020;5.11.2021 16:31;5.11.2021 17:01;00:30:15;200;37.87657400600971,32.473993807821174;37.870399475097656,32.486270904541016;1.277741615
1172;5.11.2021 16:22;5.11.2021 16:25;00:03:13;50;37.8706065,32.4863577;37.87049865722656,32.48611068725586;0.024777229
1066;5.11.2021 16:20;5.11.2021 16:29;00:09:14;50;37.87044320758036,32.486198208242605;37.870269775390625,32.486148834228516;0.019765769
1286;5.11.2021 16:18;5.11.2021 16:43;00:24:53;200;37.88835246262696,32.493518658724525;37.874061584472656,32.48960876464844;1.625701524
1291;5.11.2021 16:15;5.11.2021 16:44;00:28:49;200;37.9497424,32.5133246;37.94744110107422,32.52204895019531;0.806651758
1082;5.11.2021 16:13;5.11.2021 17:00;00:47:01;200;37.88838872413872,32.49361351073539;37.86927032470703,32.48640823364258;2.217934633
1230;5.11.2021 16:09;5.11.2021 16:16;00:07:04;50;37.88846001741558,32.49370512016728;37.888309478759766,32.493648529052734;0.017460294
1049;5.11.2021 16:08;5.11.2021 16:12;00:03:50;50;37.88847438378359,32.49374569487655;37.88814163208008,32.493568420410156;0.040137761
1053;5.11.2021 16:08;5.11.2021 16:14;00:06:33;50;37.9474216,32.5221428;37.949649810791016,32.51337814331055;0.807474151
1261;5.11.2021 16:07;5.11.2021 16:19;00:11:47;200;37.8801381,32.4529491;37.877689361572266,32.483070373535156;2.657647501
1285;5.11.2021 16:06;5.11.2021 16:07;00:00:42;0;38.0227943,32.5132196;38.02259826660156,32.51239013671875;0.075856748
1259;5.11.2021 16:04;5.11.2021 16:19;00:14:28;200;37.86669905969927,32.42456713765913;37.8665885925293,32.424560546875;0.012297006
1268;5.11.2021 16:04;5.11.2021 16:05;00:01:02;50;37.9474252,32.522121;37.947410583496094,32.52212905883789;0.001772254
1100;5.11.2021 16:03;5.11.2021 16:10;00:07:11;50;37.866728,32.4245558;37.85367965698242,32.4233512878418;1.454757786
1320;5.11.2021 16:02;5.11.2021 16:28;00:26:14;200;37.87032460688307,32.48620629836497;37.876678466796875,32.47404861450195;1.279813468
1268;5.11.2021 16:01;5.11.2021 16:04;00:02:16;50;37.9473884,32.5221655;37.947410583496094,32.52212905883789;0.004036698
1299;5.11.2021 15:59;5.11.2021 17:02;01:02:58;200;37.8703514,32.4861905;37.870418548583984,32.48617172241211;0.007646343
1282;5.11.2021 15:59;5.11.2021 17:02;01:02:39;200;37.87031063076629,32.48630423030263;37.870418548583984,32.486228942871094;0.013699297
1053;5.11.2021 15:58;5.11.2021 16:00;00:01:50;50;37.947383,32.5220744;37.9473991394043,32.52212142944336;0.004497381
1175;5.11.2021 15:41;5.11.2021 15:50;00:08:58;50;38.022467,32.5125802;38.009429931640625,32.5224494934082;1.687901889
1137;5.11.2021 15:30;5.11.2021 15:35;00:05:16;50;37.9498432,32.5134041;37.94736099243164,32.52210998535156;0.811734052
1199;5.11.2021 15:29;5.11.2021 16:37;01:07:23;200;37.8617664,32.44529;37.8775886,32.4830627;3.753486478
1153;5.11.2021 15:29;5.11.2021 16:10;00:41:03;200;37.8765579,32.4739497;37.864341735839844,32.453590393066406;2.244740807
1101;5.11.2021 15:26;5.11.2021 16:34;01:07:41;200;37.8617589,32.4452524;37.87746047973633,32.4833984375;3.776248564
1267;5.11.2021 15:24;5.11.2021 15:35;00:10:42;50;37.8917452,32.5026165;37.87487030029297,32.4935417175293;2.038424934
1183;5.11.2021 15:24;5.11.2021 15:35;00:11:14;200;37.8918958,32.5025413;37.874908447265625,32.49354934692383;2.047127466
1200;5.11.2021 15:20;5.11.2021 16:11;00:50:27;200;37.8766302,32.4739729;37.8643684387207,32.45357894897461;2.250230047
1258;5.11.2021 15:09;5.11.2021 15:43;00:34:30;200;37.9497382,32.5133026;37.947940826416016,32.46175003051758;4.524745871
1201;5.11.2021 15:02;5.11.2021 15:44;00:41:53;200;37.94971904356306,32.51336041876037;37.947940826416016,32.46173858642578;4.530720316
1249;5.11.2021 14:50;5.11.2021 16:03;01:13:35;350;37.864456168693295,32.45356654289531;37.86431884765625,32.45368957519531;0.018702994
1042;5.11.2021 14:50;5.11.2021 16:05;01:14:54;350;37.8643997,32.4535272;37.864411,32.4535413;0.001763761
1313;5.11.2021 14:46;5.11.2021 14:48;00:01:40;50;37.8666988,32.4245924;37.866790771484375,32.424598693847656;0.010241675
1226;5.11.2021 14:20;5.11.2021 17:32;03:12:06;650;37.8617217,32.4453117;37.872291564941406,32.494171142578125;4.447076291
1161;5.11.2021 14:15;5.11.2021 18:06;03:50:51;650;37.861909151051556,32.44514901708521;37.87223815917969,32.49428176879883;4.463248648
1057;5.11.2021 13:58;5.11.2021 14:41;00:42:19;200;37.85841995149837,32.54301632575593;37.85837173461914,32.543060302734375;0.006606911
1223;5.11.2021 13:55;5.11.2021 14:43;00:47:35;200;37.85842998854801,32.54304193341025;37.85844039916992,32.54302978515625;0.001574012
1101;5.11.2021 13:51;5.11.2021 14:13;00:21:58;200;37.86681055137874,32.424576922182965;37.86172866821289,32.44525909423828;1.901483991
1100;5.11.2021 13:45;5.11.2021 15:03;01:17:59;350;37.8644254,32.4536585;37.86669158935547,32.4246711730957;2.557046669
1259;5.11.2021 13:45;5.11.2021 15:05;01:19:58;350;37.86444465338375,32.453544985571774;37.86671829223633,32.42469024658203;2.545545941
1046;5.11.2021 13:30;5.11.2021 13:41;00:11:16;200;37.8706493,32.4833977;37.8706848,32.4834195;0.004386771
1030;5.11.2021 12:38;5.11.2021 13:14;00:35:22;200;37.86669198892812,32.424449287385144;37.86444091796875,32.45365905761719;2.576314975
1259;5.11.2021 12:33;5.11.2021 13:24;00:51:19;200;37.86680642419891,32.42451907351814;37.86444091796875,32.45363998413086;2.569820866
1100;5.11.2021 12:33;5.11.2021 13:25;00:52:19;200;37.8666964,32.4245945;37.864410400390625,32.453670501708984;2.565010586
1256;5.11.2021 11:33;5.11.2021 11:54;00:20:48;200;37.8654438,32.5360082;37.877410888671875,32.51261901855469;2.446542908
1175;5.11.2021 11:26;5.11.2021 12:18;00:51:44;200;37.947436816156966,32.522105174486754;38.01974105834961,32.51544189453125;8.061046277
1184;5.11.2021 10:39;5.11.2021 10:45;00:05:40;50;37.8748344,32.4935498;37.87223815917969,32.49885177612305;0.547644207
1071;5.11.2021 09:24;5.11.2021 09:41;00:16:59;200;37.88833807967489,32.49355587879409;37.872310638427734,32.494239807128906;1.783180726
1230;5.11.2021 09:11;5.11.2021 13:45;04:33:10;800;37.888418665976744,32.49374428538669;37.88848876953125,32.493709564208984;0.008369507
1151;5.11.2021 00:49;5.11.2021 01:40;00:50:30;200;38.0137087,32.5211511;38.01380920410156,32.521240234375;0.013633386
1314;4.11.2021 23:27;4.11.2021 23:56;00:28:58;200;37.87399339154533,32.48971959935544;37.895538330078125,32.50608825683594;2.793368092
1214;4.11.2021 23:05;4.11.2021 23:30;00:24:50;200;37.870494069115395,32.48623027589948;37.86983871459961,32.53145980834961;3.970813078
1050;4.11.2021 23:03;4.11.2021 23:04;00:01:21;50;37.87047781165282,32.48626566765534;37.870479583740234,32.486289978027344;0.002142978
1071;4.11.2021 22:32;4.11.2021 22:59;00:26:24;200;37.9042963,32.4954343;37.88861083984375,32.493751525878906;1.750382688
1230;4.11.2021 22:30;4.11.2021 22:59;00:29:28;200;37.9042289,32.4954171;37.888431549072266,32.49388122558594;1.761747471
1261;4.11.2021 22:24;4.11.2021 22:33;00:09:31;50;37.8801495,32.4529399;37.880149841308594,32.45288848876953;0.004512308
1119;4.11.2021 22:19;4.11.2021 22:33;00:14:05;200;37.8801096,32.4528888;37.88018035888672,32.45302963256836;0.014652048
1139;4.11.2021 22:19;4.11.2021 22:22;00:03:18;50;37.8801261,32.4529269;37.88016128540039,32.45286178588867;0.006925751
1189;4.11.2021 20:59;4.11.2021 21:13;00:13:16;200;37.8644064,32.4535977;37.8643798828125,32.45363998413086;0.004740492
1287;4.11.2021 20:57;4.11.2021 20:58;00:00:56;0;37.8644189,32.4536492;37.864341735839844,32.45363998413086;0.008618319
1036;4.11.2021 19:56;4.11.2021 21:42;01:45:21;350;38.0095085,32.5226008;38.00947189331055,32.522560119628906;0.005410302
1148;4.11.2021 19:56;4.11.2021 20:31;00:34:38;200;38.009075,32.527535;38.009029388427734,32.527591705322266;0.007099618
1095;4.11.2021 19:54;4.11.2021 21:41;01:46:32;350;38.00944552353264,32.52255085762704;38.009498596191406,32.5225715637207;0.006173943
1178;4.11.2021 19:47;4.11.2021 20:31;00:43:34;200;38.0090653,32.5275171;38.00904083251953,32.52758026123047;0.006166329
1178;4.11.2021 19:45;4.11.2021 19:45;00:00:45;0;38.0090817,32.5275167;38.009029388427734,32.527530670166016;0.005944158
1061;4.11.2021 19:38;4.11.2021 20:06;00:28:28;200;37.8843089,32.4576376;37.884361267089844,32.45758056640625;0.00767854
1101;4.11.2021 19:30;4.11.2021 22:26;02:56:34;500;37.8667474,32.4245801;37.86668014526367,32.424461364746094;0.01282813
1202;4.11.2021 19:26;4.11.2021 20:06;00:39:43;200;37.8843759,32.4575791;37.884239196777344,32.45751190185547;0.016304612
1207;4.11.2021 19:03;4.11.2021 19:21;00:17:36;200;38.02257407858329,32.512520125725935;38.01383972167969,32.521148681640625;1.230691277
1119;4.11.2021 18:25;4.11.2021 18:42;00:16:39;200;37.87767011768911,32.482928023204614;37.880149841308594,32.45288848876953;2.650867631
1228;4.11.2021 18:10;4.11.2021 19:29;01:18:54;350;38.013743721985975,32.521136520944886;37.97909164428711,32.517059326171875;3.86966341
1030;4.11.2021 17:43;4.11.2021 18:31;00:48:41;200;37.8618150854651,32.445306252131154;37.86669921875,32.42457962036133;1.898805516
1226;4.11.2021 17:42;4.11.2021 18:31;00:48:54;200;37.8722765,32.4941723;37.86185073852539,32.44538879394531;4.436430557
1161;4.11.2021 17:42;4.11.2021 18:31;00:49:20;200;37.87229904632468,32.4941953253877;37.86177062988281,32.445220947265625;4.455592777
1100;4.11.2021 17:38;4.11.2021 18:30;00:51:30;200;37.8617249,32.4452996;37.86674118041992,32.424598693847656;1.900901913
1259;4.11.2021 17:38;4.11.2021 18:29;00:50:51;200;37.8617914,32.4453538;37.86674118041992,32.42457962036133;1.904901557
1205;4.11.2021 17:12;4.11.2021 21:49;04:36:08;800;37.9497485,32.513272;37.94607162475586,32.50154113769531;1.106895968
1095;4.11.2021 17:02;4.11.2021 17:17;00:14:40;200;38.0210615,32.5126988;38.00962829589844,32.52248001098633;1.533127336
1137;4.11.2021 17:00;4.11.2021 18:40;01:39:42;350;37.8537157,32.4233362;37.949790954589844,32.51335144042969;13.28554341
1258;4.11.2021 16:53;4.11.2021 18:42;01:49:30;350;37.8536698,32.4233646;37.94969177246094,32.51313018798828;13.26776966
1135;4.11.2021 16:52;4.11.2021 16:57;00:05:41;50;37.8537259,32.4233133;37.853660583496094,32.42319107055664;0.012958106
1053;4.11.2021 16:50;4.11.2021 18:34;01:44:10;350;37.8536402,32.4233419;37.94744110107422,32.522090911865234;13.55950909
1255;4.11.2021 16:41;4.11.2021 17:09;00:28:22;200;37.85365490243293,32.423349742305035;37.86442947387695,32.4536018371582;2.913586027
1143;4.11.2021 16:40;4.11.2021 17:10;00:30:14;200;37.8536761,32.4233166;37.864410400390625,32.453548431396484;2.910124987
1189;4.11.2021 16:39;4.11.2021 17:09;00:30:13;200;37.8535562,32.4233605;37.86436080932617,32.45357894897461;2.91227281
1191;4.11.2021 16:39;4.11.2021 16:57;00:18:23;200;37.9474042,32.5221084;37.947288513183594,32.521888732910156;0.02316222
1135;4.11.2021 16:38;4.11.2021 16:39;00:00:40;0;37.85361847555874,32.42330071211406;37.85361099243164,32.42327117919922;0.002723154
1038;4.11.2021 16:36;4.11.2021 16:56;00:19:44;200;37.9474279,32.5221373;37.947391510009766,32.52212905883789;0.004110402
1168;4.11.2021 16:36;4.11.2021 16:40;00:04:15;50;38.0196609160459,32.51537548999389;38.01372146606445,32.52104187011719;0.826184434
1268;4.11.2021 16:34;4.11.2021 16:36;00:01:12;50;37.9474806,32.5221565;37.9473991394043,32.52212905883789;0.009372151
1152;4.11.2021 16:27;4.11.2021 18:07;01:39:58;350;37.8644315,32.4536471;37.864410400390625,32.453609466552734;0.004051977
1025;4.11.2021 16:27;4.11.2021 18:08;01:40:45;350;37.8649187,32.4535833;37.86442184448242,32.453529357910156;0.05545037
1276;4.11.2021 16:24;4.11.2021 17:22;00:57:19;200;37.9790766,32.5172057;37.9473991394043,32.52214050292969;3.548840534
1233;4.11.2021 16:20;4.11.2021 16:21;00:00:50;0;37.9469956,32.4844004;37.94694137573242,32.48442840576172;0.006510374
1134;4.11.2021 16:16;4.11.2021 16:20;00:03:30;50;37.9469388,32.4843883;37.94694137573242,32.48432922363281;0.005188091
